CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas;inconsistencia_flag
;;3;2025;221605.6;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;362762.94;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;12307.74;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;24846860.44;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;46303358.85;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;348728.65;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;826084.99;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;45128545.21;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;1464989.9;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;295.9;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;1468129.15;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;776101.01;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;48130.0;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;7836.04;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;728745.24;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;2594644.7;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;-909244.76;"CNPJ_SEM_MATCH;CNPJ_INVALIDO;VALOR_NEGATIVO"
;;3;2025;-2017936.07;"CNPJ_SEM_MATCH;CNPJ_INVALIDO;VALOR_NEGATIVO"
;;3;2025;1108691.31;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;543608.86;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;469398.99;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;1638894.53;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;637835.45;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;46147.71;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;35320.62;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;711454.41;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;10722739.11;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;7654722.77;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;2357823.36;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;710192.98;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;13872646.89;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;2276729.98;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;1183359.32;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;2681670.55;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;6283638.17;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;4374262.87;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;1909375.3;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;39453812.67;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;24903766.13;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;21122779.06;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
;;3;2025;3780987.07;"CNPJ_SEM_MATCH;CNPJ_INVALIDO"
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;11410079.31;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;11213791.16;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;4941722.11;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;1022408.11;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;3475091.81;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;54281.47;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;1709415.29;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;2602.48;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;6036091.54;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;6151648.78;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;752399.33;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;4215715.33;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;6789.49;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;1599834.24;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;116606.27;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;93529.0;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;23077.27;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;3814.0;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;135454.37;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;196288.15;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;99278.2;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;97009.95;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;289993.96;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;203227.56;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;86766.4;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;927109.58;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;1705601.07;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;1557383.17;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;148217.9;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;804840.37;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;74484.89;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;36410.48;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;0.0;"CNPJ_INVALIDO;VALOR_ZERADO"
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;42193.93;CNPJ_INVALIDO
1012474000116;UNIMED PONTE NOVA COOPERATIVA DE TRABALHO MEDICO LTDA;3;2025;53694.15;CNPJ_INVALIDO
10219897000100;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;3;2025;0.0;VALOR_ZERADO
10395358000114;UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.;3;2025;0.0;VALOR_ZERADO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1244386.03;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;514718.18;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;532090.6;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;729667.85;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;112928.49;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;45291.42;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;568047.72;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;43542.94;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;20382.99;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;93520.01;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;-567219.91;"CNPJ_INVALIDO;VALOR_NEGATIVO"
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;-199876.65;"CNPJ_INVALIDO;VALOR_NEGATIVO"
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;-367343.26;"CNPJ_INVALIDO;VALOR_NEGATIVO"
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;-334267.26;"CNPJ_INVALIDO;VALOR_NEGATIVO"
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;-33076.0;"CNPJ_INVALIDO;VALOR_NEGATIVO"
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;664280.43;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;509603.7;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;821473.15;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;630194.33;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;0.0;"CNPJ_INVALIDO;VALOR_ZERADO"
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;31383409.38;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;305927.09;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;617575.69;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;344737.21;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;68403.44;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;5471082.31;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;634303.33;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;4834768.26;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;935328.92;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;132212.15;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;20097111.07;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;7340.85;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;4142.78;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;3703357.32;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;586802.4;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;156569.32;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;409243.11;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;7012.02;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;875249.78;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;12519.64;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;7995.0;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1783210.86;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;400.0;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;119587.91;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;71975.74;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;89374.1;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;22376.37;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;96281.65;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;517231.59;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;211316.95;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1147082.66;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;37439.32;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;23749.46;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;168704.58;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;16036.33;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;17439.4;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;16315.71;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1534287.36;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;4681144.02;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;10015212.55;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;9541074.2;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;474138.35;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;885730.26;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1528641.71;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;5597993.8;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;850078.04;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;288847.92;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;15144205.23;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;982469.06;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;15006.7;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;702344.16;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;12941.26;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;933890.41;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;122385.65;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;539147.23;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;3880935.47;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;323057.48;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;11092649.94;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;716.51;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;79619.18;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;20196114.3;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;424198.47;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;2589573.66;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;733459.12;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1111991.24;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;11832358.07;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;477119.62;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;403523.48;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;4514579.28;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1550603.07;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;86687647.99;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;87254867.9;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;30705316.33;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;421134.82;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1063459.36;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;189045.48;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;178136.06;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;6405616.35;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;377435.38;CNPJ_INVALIDO
103956000119;UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;3;2025;1141646.99;CNPJ_INVALIDO
10414182000109;UNIMED SAÚDE E ODONTO S.A;3;2025;0.0;VALOR_ZERADO
10414182000109;UNIMED SAÚDE E ODONTO S.A;3;2025;-675621.01;VALOR_NEGATIVO
10414182000109;UNIMED SAÚDE E ODONTO S.A;3;2025;-8338.0;VALOR_NEGATIVO
10414182000109;UNIMED SAÚDE E ODONTO S.A;3;2025;-8792.35;VALOR_NEGATIVO
10414182000109;UNIMED SAÚDE E ODONTO S.A;3;2025;-557702.63;VALOR_NEGATIVO
1052203000194;CAIXA ASSISTENCIAL UNIVERSITARIA DO RIO DE JANEIRO;3;2025;2456.01;CNPJ_INVALIDO
